date,time,location,airline_operator,flight_no,route,aircraft_type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,summary,date_time,country,city,superficie,category,brand,survivors,survival_rate,year,fatality_index
1984-09-16,,"Opole, Poland",APRL,,Airshow,Antonov An-2T,25.0,22.0,3.0,11,11.0,0.0,Crashed during takeoff. Overloaded,,Poland,Opole,False,passenger,Antonov,14.0,0.56,1984,0.44
1984-09-18,11:04:00,"Quito, Ecuador",AECA CARGO,767-103,Quito - Guayaquil,McDonnell Douglas DC-8F-55,4.0,0.0,4.0,4,0.0,4.0,"While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions.",1984-09-18 11:04:00,Ecuador,Quito,False,passenger,Douglas Aircraft Company,0.0,0.0,1984,1.0
1984-09-21,,"Near Sarakchar, Afghanistan",MILITARY - RUSSIAN AIR FORCE,,,Antonov AN-12,50.0,45.0,5.0,50,45.0,5.0,Shot down by Afghan rebels.,,Afghanistan,Near Sarakchar,False,military,Antonov,0.0,0.0,1984,1.0
1984-10-09,,"Fort Franklin, Canada",NAHANNI AIR SERVICES,,Fort Norman - Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,7.0,6.0,1.0,7,6.0,1.0,Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.,,Canada,Fort Franklin,False,passenger,De Havilland,0.0,0.0,1984,1.0
1984-10-11,05:40:00,"Near Omsk, Russia",AEROFLOT,3352,Krasnodar - Omsk,Tupolev TU-154B,179.0,170.0,9.0,174,169.0,5.0,"While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway.",1984-10-11 05:40:00,Russia,Near Omsk,False,passenger,Tupolev,5.0,0.027932960893854775,1984,0.9720670391061452
1984-10-11,17:37:00,"Goose Bay, Newfoundland, Canada",LABRADORE AIRWAYS,,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,4.0,2.0,2.0,4,2.0,2.0,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.,1984-10-11 17:37:00,Canada,"Goose Bay, Newfoundland",False,passenger,De Havilland,0.0,0.0,1984,1.0
1984-10-27,,"Near Kabul, Afghanistan",MILILTARY - SOVIET AIR FORCE,,Tachkent-Kaboul,Ilyushin IL-76M,11.0,7.0,4.0,11,7.0,4.0,Shot down by enemy fire.,,Afghanistan,Near Kabul,False,military,Ilyushin,0.0,0.0,1984,1.0
1984-10-31,,"Off Davao, Philippines",VILLAGE AIRWAYS,,Davao - Manila,Douglas C-47B,4.0,0.0,4.0,4,0.0,4.0,The cargo plane went missing in the Pacific Ocean while en route.,,Philippines,Off Davao,False,passenger,Douglas Aircraft Company,0.0,0.0,1984,1.0
1984-11-20,,"Loja, Peru",TAME,,Loja - Zumba,de Havilland Canada DHC-6 Twin Otter 300,14.0,12.0,2.0,14,12.0,2.0,Crashed into high terrain.,,Peru,Loja,False,passenger,De Havilland,0.0,0.0,1984,1.0
1984-12-04,,"Near Kostroma, USSR",AEROFLOT,,Kostroma -Kvanovo,LET 410 M,17.0,15.0,2.0,17,15.0,2.0,Spatial orientation caused by failure of the artificial horizon.,,USSR,Near Kostroma,False,passenger,other,0.0,0.0,1984,1.0
1984-12-06,18:14:00,"Jacksonville, Florida",PROVINCETOWN - BOSTON AIRLINES,1039,Jacksonville - Tampa,Embraer 110P1 Bandeirante,13.0,11.0,2.0,13,11.0,2.0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure.",1984-12-06 18:14:00,United States,Jacksonville,False,passenger,Embraer,0.0,0.0,1984,1.0
1984-12-19,14:00:00,"Near Jaen, Peru",MILITARY - FUERZA AÉREA DEL PERU,,,de Havilland Canada DHC-6 Twin Otter 300,21.0,18.0,3.0,21,18.0,3.0,"Crashed in flames, two minutes after taking off from a military base.",1984-12-19 14:00:00,Peru,Near Jaen,False,military,De Havilland,0.0,0.0,1984,1.0
1984-12-22,,"Near Bhojpur, Nepal",ROYAL NEPAL AIRLINES,,Katmandou-Bhojpur,de Havilland Canada DHC-6 Twin Otter 300,23.0,20.0,3.0,15,12.0,3.0,Crashed into mountain in poor weather off the intended course.,,Nepal,Near Bhojpur,False,passenger,De Havilland,8.0,0.34782608695652173,1984,0.6521739130434783
1984-12-23,14:15:00,"Near Kranoyarsk, Russia",AEROFLOT,3519,Krasnoyarsk - Irkutsk,Tupolev TU-154B-2,111.0,104.0,7.0,110,103.0,7.0,The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.,1984-12-23 14:15:00,Russia,Near Kranoyarsk,False,passenger,Tupolev,1.0,0.009009009009009028,1984,0.990990990990991
1985-01-01,20:30:00,"Near La Paz, Bolivia",EASTERN AIR LINES,980,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,29.0,19.0,10.0,29,19.0,10.0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain.",1985-01-01 20:30:00,Bolivia,Near La Paz,False,passenger,Boeing,0.0,0.0,1985,1.0
1985-01-09,07:00:00,"Kansas City, Kansas",TPI INTERNATIONAL AIRWAYS,,Detroit - Kansas City,Lockheed L-188AF Electra,3.0,0.0,3.0,3,0.0,3.0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.,1985-01-09 07:00:00,United States,Kansas City,False,passenger,Lockheed Martin,0.0,0.0,1985,1.0
1985-01-18,,"Jinan, China",CAAC,5109,Nanjing - Jinan,Antonov AN-24B,41.0,34.0,7.0,38,31.0,7.0,Crashed after overshooting the runway in rain and fog.,,China,Jinan,False,passenger,Antonov,3.0,0.07317073170731703,1985,0.926829268292683
1985-01-19,08:22:00,"Havana, Cuba",CUBANA DE AVIACION,,Havana - Managua,Ilyushin IL-18D,38.0,33.0,5.0,38,33.0,5.0,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.,1985-01-19 08:22:00,Cuba,Havana,False,passenger,Ilyushin,0.0,0.0,1985,1.0
1985-01-20,23:15:00,"Carson, New Mexico",AIR TAXI - EMS,,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,3.0,2.0,1.0,3,2.0,1.0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.,1985-01-20 23:15:00,United States,Carson,False,passenger,Bell Aircraft Corporation,0.0,0.0,1985,1.0
1985-01-21,01:04:00,"Reno, Nevada",GALAXY AIRLINES,203,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,71.0,65.0,6.0,70,64.0,6.0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration.",1985-01-21 01:04:00,United States,Reno,False,passenger,Lockheed Martin,1.0,0.014084507042253502,1985,0.9859154929577465
1985-01-22,09:35:00,"Off Puerto Castilla, Honduras",MILITARY - U.S. AIR FORCE,,Howard AFB - Trujillo AP,Lockheed C-130A,21.0,16.0,5.0,21,16.0,5.0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land.",1985-01-22 09:35:00,Honduras,Off Puerto Castilla,False,military,Lockheed Martin,0.0,0.0,1985,1.0
1985-01-23,10:35:00,"Cerro el Plateado, Colombia",AEROLINEAS CENTRALES DE COLOMBIA,,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,23.0,21.0,2.0,23,21.0,2.0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.",1985-01-23 10:35:00,Colombia,Cerro el Plateado,False,passenger,De Havilland,0.0,0.0,1985,1.0
1985-01-23,10:35:00,"Near Buga, Colombia",AIRES COLOMBIA,585,Florencia - Cali,Embraer 110P1 Bandeirante,17.0,15.0,2.0,17,15.0,2.0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.",1985-01-23 10:35:00,Colombia,Near Buga,False,passenger,Embraer,0.0,0.0,1985,1.0
1985-02-01,08:01:00,"Minsk, Belarus, USSR",AEROFLOT,7841,Minsk - Leningrad,Tupolev TU-134A,80.0,74.0,6.0,58,55.0,3.0,The aircraft crashed shortly after taking off from Minsk.Double engine failure due to ice ingestion.,1985-02-01 08:01:00,Belarus,"Minsk, Belarus",False,passenger,Tupolev,22.0,0.275,1985,0.725
1985-02-04,19:51:00,"Soldotna, Alaska",NORTH PACIFIC AIRLINES,-,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,9.0,8.0,1.0,9,8.0,1.0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.,1985-02-04 19:51:00,United States,Soldotna,False,passenger,Viking Air,0.0,0.0,1985,1.0
1985-02-19,10:15:00,"300 nm NW of San Francisco, California",CHINA AIRLINES (TAIWAN),006,Taipei - Los Angeles,Boeing B-747-SP-09,274.0,251.0,23.0,0,0.0,0.0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator.",1985-02-19 10:15:00,United States,300 nm NW of San Francisco,False,passenger,Boeing,274.0,1.0,1985,0.0
1985-02-19,09:27:00,"Near Durango, Vizcaya, Spain",IBERIA AIRLINES,610,Madrid - Bilbao,Boeing B-727-256,148.0,141.0,7.0,148,141.0,7.0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings.",1985-02-19 09:27:00,Spain,"Near Durango, Vizcaya",False,passenger,Boeing,0.0,0.0,1985,1.0
1985-02-22,,"Timbuktu, Mali",AIR MALI,,Tombouctou - Bamako,Antonov AN-24V,51.0,49.0,2.0,50,48.0,2.0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.,,Mali,Timbuktu,False,passenger,Antonov,1.0,0.019607843137254943,1985,0.9803921568627451
1985-02-25,,"Near Valdez, Alaska",MILITARY - U.S. AIR FORCE,,Eielson-Valdez-Eielson,Boeing RC-135T,3.0,0.0,3.0,3,0.0,3.0,Struck a mountain in poor weather during a third practice approach.,,United States,Near Valdez,False,military,Boeing,0.0,0.0,1985,1.0
1985-03-12,,"Fort Hood, Texas",MILITARY - U.S. AIR FORCE,,Training,Lockheed C-130E Hercules,6.0,0.0,6.0,6,0.0,6.0,Stalled during a training exercise and crashed.,,United States,Fort Hood,False,military,Lockheed Martin,0.0,0.0,1985,1.0
1985-03-28,09:50:00,"Near Florencia, Colombia",SATENA,,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,46.0,40.0,6.0,46,40.0,6.0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.,1985-03-28 09:50:00,Colombia,Near Florencia,False,passenger,Fokker,0.0,0.0,1985,1.0
1985-04-11,,"Salta, Argentina",YPF,,Buenos Aires - Salta,HS-125-700B,7.0,5.0,2.0,7,5.0,2.0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.,,Argentina,Salta,False,passenger,other,0.0,0.0,1985,1.0
1985-04-15,23:30:00,"Near Phuket, Thailand",THAI AIRWAYS,,Bangkok - Phuket,Boeing B-737-200,11.0,4.0,7.0,11,4.0,7.0,The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.,1985-04-15 23:30:00,Thailand,Near Phuket,False,passenger,Boeing,0.0,0.0,1985,1.0
1985-04-16,11:37:00,"Las Cruces, New Mexico",AMERICAN AIRLINES,,"Dallas, TX - San Diego, CA",Boeing B-727-227,89.0,81.0,8.0,0,0.0,0.0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.,1985-04-16 11:37:00,United States,Las Cruces,False,passenger,Boeing,89.0,1.0,1985,0.0
1985-04-20,,"Santa Rosa, Bolivia",CARGA AEREO TRANSPORTADA,,,Convair CV-440,4.0,1.0,3.0,4,1.0,3.0,The cargo plane lost an engine on talkeoff nosed down and crashed.,,Bolivia,Santa Rosa,False,passenger,Convair,0.0,0.0,1985,1.0
1985-04-20,,"Kulusuk, Greenland",AERONICA,,Positioning,Fokker F-27 Friendship 100,5.0,0.0,5.0,2,0.0,2.0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.,,other,Kulusuk,False,passenger,Fokker,3.0,0.6,1985,0.4
1985-05-03,12:13:00,"Near L'vov, Ukraine, USSR",AEROFLOT / SOVIET AIR FORCE,8381,Tallin - L'vov,Tupolev TU-134A / Antonov An-26,76.0,73.0,3.0,76,73.0,3.0,Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.,1985-05-03 12:13:00,Ukraine,"Near L'vov, Ukraine",False,military,Antonov,0.0,0.0,1985,1.0
1985-05-06,12:50:00,"Off Tanegashima, Japan",MILITARY - U.S. MARINE CORPS,,"Iwakuni - Fulemma, Okinawa",CH-53D,17.0,15.0,2.0,17,15.0,2.0,The helicopter crashed into the East China Sea.,1985-05-06 12:50:00,Japan,Off Tanegashima,False,military,other,0.0,0.0,1985,1.0
1985-05-28,,"Cabimas, Venezuela",AVENSA,,Cabimas - Caracas,Convair CV-580,13.0,8.0,5.0,2,0.0,2.0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.",,Venezuela,Cabimas,False,passenger,Convair,11.0,0.8461538461538461,1985,0.15384615384615385
1985-05-31,23:00:00,"Nashville, Tennessee",GENERAL AVIATION INC.,115,Nashville - Indianapolis,Grumman G-159 Gulfstream I,2.0,0.0,2.0,2,0.0,2.0,The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.,1985-05-31 23:00:00,United States,Nashville,False,passenger,Gulfstream,0.0,0.0,1985,1.0
1985-06-14,,"Athens, Greece",TRANS WORLD AIRLINES,847,Athens - Rome,Boeing B-727-231,153.0,145.0,8.0,1,1.0,0.0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.,,Greece,Athens,False,passenger,Boeing,152.0,0.9934640522875817,1985,0.006535947712418301
1985-06-23,,"Juara, Brazil",TABA,,Juara - Cuiaba,Embraer 110P Bandeirante,17.0,15.0,2.0,17,15.0,2.0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.,,Brazil,Juara,False,passenger,Embraer,0.0,0.0,1985,1.0
1985-06-23,07:15:00,"Atlantic Ocean, 110 miles West of Ireland",AIR INDIA,182,Montreal - London,Boeing B-747-237B,329.0,307.0,22.0,329,307.0,22.0,"The aircraft broke up in flight and crashed into the ocean. Detonation of an explosive device in the forward cargo hold. Terrorist working in Vancouver, Canada, checked baggage with bombs onto two flights. One bag transferred at Toronto onto flight 182. The other would have been transferred at Tokyo onto another Air India flight, but exploded at the airport killing 2 baggage handlers. The aircraft was named "" Emperor Kanishka.""",1985-06-23 07:15:00,Ireland,Atlantic Ocean,True,passenger,Boeing,0.0,0.0,1985,1.0
1985-07-10,23:46:00,"Near Uchuduk, Uzbekistan, USSR",AEROFLOT,7425,Karshi - Leningrad,Tupolev TU-154B-2,200.0,191.0,9.0,200,191.0,9.0,"The crew climbed to the cruising altitude of FL380  at an airspeed of which is close to stall speed. During cruise flight vibrations started because of the low airspeed but were assumed by the crew to be  caused by engine surges. They reduced power to idle, causing the airspeed to drop. Trying to maintain altitude, the airplane eventually stalled, went into a flat spin and crashed.",1985-07-10 23:46:00,USSR,"Near Uchuduk, Uzbekistan",False,passenger,Tupolev,0.0,0.0,1985,1.0
1985-07-24,17:00:00,"Leticia, Colombia",FUERZA AÉREA COLOMBIANA,,Leticia - Bogota,Douglas DC-6B,80.0,76.0,4.0,80,76.0,4.0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was ""We're falling.""",1985-07-24 17:00:00,Colombia,Leticia,False,passenger,Douglas Aircraft Company,0.0,0.0,1985,1.0
1985-08-02,18:06:00,"Ft. Worth-Dallas, Texas",DELTA AIR LINES,191,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,163.0,152.0,11.0,134,126.0,8.0,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear.",1985-08-02 18:06:00,United States,Ft. Worth-Dallas,False,passenger,Lockheed Martin,29.0,0.17791411042944782,1985,0.8220858895705522
1985-08-12,18:56:00,"Mt. Osutaka, near Ueno Village, Japan",JAPAN AIR LINES,123,Tokyo - Osaka,Boeing B-747-SR46,524.0,509.0,15.0,520,505.0,15.0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song ""Sukiyaki"" was killed in the accident.",1985-08-12 18:56:00,Japan,"Mt. Osutaka, near Ueno Village",False,passenger,Boeing,4.0,0.007633587786259555,1985,0.9923664122137404
1985-08-12,,"Mulia, Indonesia",MERPATI NUSANTARA AIRLINES,,,de Havilland Canada DHC-6 Twin Otter 300,19.0,16.0,3.0,8,8.0,0.0,Unknown circumstances.,,Indonesia,Mulia,False,passenger,De Havilland,11.0,0.5789473684210527,1985,0.42105263157894735
1985-08-15,,"Aden, Yemen",ALYEMDA AIRLINES,,Aden - Abu Dahbi,Boeing 707-336C,73.0,65.0,8.0,3,1.0,2.0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out.",,Yemen,Aden,False,passenger,Boeing,70.0,0.9589041095890412,1985,0.0410958904109589
1985-08-22,06:13:00,"Manchester, England",BRITISH AIRTOURS,28M,Manchester - Kerkira,Boeing B-737-236,137.0,131.0,6.0,55,53.0,2.0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxic smoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft so it stopped with fire upwind of the fuselage, all helped to feed the flames. The front starboard side door was farthest from flames but jammed when there was a partial premature chute deployment, and  the crew spent time trying to unjam it, while toxic smoke accumulated in the cabin, before starting evacuations through port side door. The aircraft was named ""River Orrin.""",1985-08-22 06:13:00,England,Manchester,False,passenger,Boeing,82.0,0.5985401459854014,1985,0.40145985401459855
1985-08-25,22:05:00,"Auburn, Maine",BAR HARBOR AIRLINES,1808,"Boston, MA - Auburn, ME",Beechcraft 99,8.0,6.0,2.0,8,6.0,2.0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow.",1985-08-25 22:05:00,United States,Auburn,False,passenger,Beechcraft,0.0,0.0,1985,1.0
1985-08-27,,"Beale AFB, California",MILITARY - U.S. AIR FORCE,,Training,Boeing KC-135A,7.0,0.0,7.0,7,0.0,7.0,Crashed while trying to land with 3 engines.,,United States,Beale AFB,False,military,Boeing,0.0,0.0,1985,1.0
1985-09-04,11:00:00,"Near Kandahar, Afghanistan",ARIANA AFGHAN AIRLINES,,Kandahar - Farah,Antonov AN-26,52.0,47.0,5.0,52,47.0,5.0,Shot down by rebels with a ground-to-air missile while flying at FL130.,1985-09-04 11:00:00,Afghanistan,Near Kandahar,False,passenger,Antonov,0.0,0.0,1985,1.0
1985-09-06,15:21:00,"Milwaukee, Wisconsin",MIDWEST EXPRESS,105,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,31.0,27.0,4.0,31,27.0,4.0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophic failure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.,1985-09-06 15:21:00,United States,Milwaukee,False,passenger,Douglas Aircraft Company,0.0,0.0,1985,1.0
1985-09-22,,Afghanistan,MILITARY - SOVIET AIR FORCE,,,Antonov AN-12,26.0,22.0,4.0,26,22.0,4.0,Shot down by Afghan rebels.,,Afghanistan,Afghanistan,False,military,Antonov,0.0,0.0,1985,1.0
1985-09-25,,"Near Kharkov, Ukraine",MAP,,Dnepropetrovsk - Moscow,Antonov An-12,9.0,4.0,5.0,9,4.0,5.0,The plane crashed en route after a fire in the No. 1 engine which led to the seperation of the outer wing.,,Ukraine,Near Kharkov,False,passenger,Antonov,0.0,0.0,1985,1.0
1985-09-29,12:30:00,"Jenkinsburg, Georgia",AIR CARRIERS EXPRESS SERVICES INC,,Parachuting,Cessna 208 Caravan I,17.0,16.0,1.0,17,16.0,1.0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.,1985-09-29 12:30:00,United States,Jenkinsburg,False,passenger,Cessna,0.0,0.0,1985,1.0
1985-10-09,19:00:00,"Vitória da Conquista, Brazil",NORDESTE LINHAS AÉREAS,,Vitória da Conquista - Salvador,Embraer 110C Bandeirante,2.0,0.0,2.0,2,0.0,2.0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.,1985-10-09 19:00:00,Brazil,Vitória da Conquista,False,passenger,Embraer,0.0,0.0,1985,1.0
1985-10-10,01:00:00,"Off South Head, Australia",PEL AIR,,Sidney - Brisbane,IAI 1124 Westwind,2.0,0.0,2.0,2,0.0,2.0,"After attaining 5,000 ft. the cargo plane lost control crashed into Botany Bay after taking off from Sydney.",1985-10-10 01:00:00,Australia,Off South Head,False,passenger,other,0.0,0.0,1985,1.0
1985-10-11,10:09:00,"Near Kutayissi, USSR",AEROFLOT,F-7,Kutaisi - Poti,Yakovlev YAK-40,14.0,10.0,4.0,14,10.0,4.0,Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.,1985-10-11 10:09:00,USSR,Near Kutayissi,False,passenger,Yakovlev,0.0,0.0,1985,1.0
1985-10-11,,"Near Beni, Bolivia",SABENI,,Beni - La Paz,Curtiss C-46D,2.0,0.0,2.0,2,0.0,2.0,The cargo plane crashed into mountains while en route.,,Bolivia,Near Beni,False,passenger,other,0.0,0.0,1985,1.0
1985-10-11,21:40:00,"Homer City, Pennsylvania",MOUNTAIN AIR CARGO,,State College - Pittsburgh,de Havilland Canada DHC-6 Twin Otter 200,1.0,0.0,1.0,1,0.0,1.0,The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.,1985-10-11 21:40:00,United States,Homer City,False,passenger,De Havilland,0.0,0.0,1985,1.0
1985-10-12,,"Putao, Myanmar",BURMA AIRWAYS,,,Fokker F-27 Friendship 600,4.0,2.0,2.0,4,2.0,2.0,The cargo plane overfew the runway and crashed one mile beyond the end.,,Myanmar,Putao,False,passenger,Fokker,0.0,0.0,1985,1.0
1985-11-15,,"Dothan, Alabama",MILITARY - U.S. AIR FORCE,,Test flight,Convair CV-340,4.0,0.0,4.0,4,0.0,4.0,Crashed during a test flight. The elevators locked soon after takeoff.,,United States,Dothan,False,military,Convair,0.0,0.0,1985,1.0
1985-11-21,,"Near Sibyak, Indonesia",MILITARY - INDONESIAN AIR FORCE,,,Lockheed C-130H Hercules,11.0,0.0,11.0,11,0.0,11.0,Crashed into Mt. Sibayak.,,Indonesia,Near Sibyak,False,military,Lockheed Martin,0.0,0.0,1985,1.0
1985-11-24,20:15:00,"Luqa, Malta",EGYPTAIR,648,Athens - Cairo,Boeing B-737-266,103.0,97.0,6.0,60,,,"Hijacking. While on the ground at Malta to refuel the aircraft was stormed by Egyptian forces. During the fight, several hand grenades were thrown into the cabin causing a fire.",1985-11-24 20:15:00,Malta,Luqa,False,passenger,Boeing,43.0,0.41747572815533984,1985,0.5825242718446602
1985-11-25,,"Near Luassingua, Angola",MILITARY - ANGOLAN AIR FORCE,,Cuito - Menongue,Antonov AN-26,22.0,,,22,,,Shot down by South African anti-aircraft fire.,,Angola,Near Luassingua,False,military,Antonov,0.0,0.0,1985,1.0
1985-12-12,06:45:00,"Gander, Newfoundland, Canada",ARROW AIRWAYS,MF1285R,"Gander - Fort Campbell, KY",McDonnell Douglas DC-8 Super 63PF,256.0,248.0,8.0,256,248.0,8.0,"The aircraft stalled and crashed during takeoff. Two-hundred-forty-four members of the 101st Airborne Division from Fort Campbell, Kentucky  were killed in the accident. There is controversy surrounding this crash. The majority opinion of the board was that the cause of the sequence leading up to the stall and crash could not be determined, with icing a possibility. The minority opinion was that the crash was possibly caused by detonation of an explosive device of unknown origin in a cargo compartment which led to an in-flight fire and loss of control of the aircraft.",1985-12-12 06:45:00,Canada,"Gander, Newfoundland",False,passenger,Douglas Aircraft Company,0.0,0.0,1985,1.0
